id,gameNumber,teamNumber,isHome,oppTeamNumber,isWin,isOT,gameDayNumber,gameStartNumber,teamPoints,oppTeamPoints,teamWins,teamLosses,teamStreakCode,isInSeasonTournament,year,spread,spreadOdds,overUnder,overUnderOdds,moneyLine,gameTimeActual,spreadCalculated,overUnderCalculated,spreadActual,overUnderActual,date
370322,37,3,1,5,0,0,5,15,109,121,24,13,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370323,37,3,1,29,1,0,1,15,139,103,25,12,112,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370324,37,3,1,19,0,1,0,6,127,134,16,21,99,0,2024,-8,−115,225.5,−110,−325,3:00p,0,0,0,1,NULL
370422,37,4,1,27,1,0,0,12,105,101,20,17,106,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370423,37,4,0,6,0,0,1,14,114,122,16,21,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370424,37,4,0,22,0,0,2,21,131,132,15,22,99,0,2024,+4.5,−110,236,−115,+154,10:30p,1,0,1,1,NULL
370522,37,5,0,10,1,0,4,14,136,118,24,13,105,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370523,37,5,1,14,1,0,2,16,123,113,24,13,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370524,37,5,1,18,0,0,1,16,116,132,25,12,98,0,2024,-8,−110,242,−112,−355,8:00p,0,0,0,1,NULL
370622,37,6,0,7,0,0,0,12,104,108,14,23,96,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370623,37,6,1,24,1,0,6,6,131,130,20,17,103,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370624,37,6,1,14,1,0,3,14,112,104,22,15,102,0,2024,-7.5,−115,252.5,−110,−325,7:00p,0,0,1,0,NULL
370722,37,7,1,6,1,0,0,12,108,104,21,16,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370723,37,7,0,8,1,0,6,14,103,102,23,14,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370724,37,7,1,3,1,0,4,4,111,102,22,15,104,0,2024,-11.5,−120,210.5,−110,−920,2:00p,0,1,0,1,NULL
370822,37,8,0,25,0,0,0,15,99,113,26,11,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370823,37,8,0,7,0,1,1,14,134,145,16,21,98,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370824,37,8,1,13,1,0,5,16,104,91,16,21,101,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370922,37,9,0,28,0,0,4,16,88,118,7,30,98,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370923,37,9,1,10,1,0,3,14,121,101,9,28,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370924,37,9,1,21,0,0,2,14,110,131,3,34,95,0,2024,+11,−108,240,−110,+410,7:00p,1,1,0,1,NULL
380022,38,0,1,29,0,0,3,15,97,99,18,20,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380023,38,0,0,16,0,0,2,16,117,150,26,12,98,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380024,38,0,0,5,0,0,4,15,102,135,29,9,99,0,2024,+2.5,−110,244.5,−110,+114,7:30p,1,0,0,0,NULL
380122,38,1,1,29,1,0,5,14,119,100,22,16,106,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380123,38,1,1,8,0,0,5,14,112,126,23,15,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380124,38,1,1,26,1,0,1,2,124,115,25,13,102,0,2024,-7.5,−110,228,−115,−290,1:00p,0,1,1,1,NULL
380222,38,2,1,6,1,0,2,15,104,94,18,20,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380223,38,2,1,20,1,0,1,6,102,83,20,18,102,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380224,38,2,0,25,0,0,4,17,124,128,22,16,99,0,2024,-4,−112,234,−110,−175,8:30p,0,0,0,1,NULL
380322,38,3,1,29,1,1,0,0,121,119,25,13,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380323,38,3,0,8,0,0,3,16,112,121,25,13,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380324,38,3,0,7,0,0,4,4,102,111,16,22,98,0,2024,+11.5,−110,210.5,−120,+550,2:00p,1,1,1,1,NULL
380422,38,4,1,20,0,0,2,15,95,99,20,18,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380423,38,4,1,5,0,1,3,15,101,104,16,22,98,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380424,38,4,0,24,0,0,3,21,120,126,15,23,98,0,2024,+10,−110,237.5,−108,+380,10:30p,1,0,1,1,NULL
380522,38,5,1,27,1,0,6,13,136,113,25,13,106,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380523,38,5,0,4,1,1,3,15,104,101,25,13,102,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380524,38,5,1,0,1,0,4,15,135,102,26,12,101,0,2024,-2.5,−110,244.5,−110,−135,7:30p,0,0,1,0,NULL
380622,38,6,0,2,0,0,2,15,94,104,14,24,95,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380623,38,6,1,4,1,0,1,14,122,114,21,17,104,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380624,38,6,0,12,1,0,5,15,126,108,23,15,103,0,2024,+5.5,−110,252,−110,+170,7:30p,1,0,1,0,NULL
380722,38,7,1,28,0,0,2,14,106,110,21,17,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380723,38,7,1,8,1,1,1,14,145,134,24,14,102,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380724,38,7,1,8,1,0,1,14,109,91,23,15,105,0,2024,-4,−108,221,−112,−166,7:00p,1,1,1,0,NULL
380822,38,8,1,9,1,0,2,16,133,87,27,11,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380823,38,8,1,3,1,0,3,16,121,112,17,21,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380824,38,8,0,13,1,1,1,14,119,112,17,21,102,0,2024,-6.5,−108,215.5,−112,−230,7:00p,0,1,1,1,NULL
380922,38,9,1,10,1,0,6,14,97,92,8,30,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380923,38,9,0,8,0,0,5,16,118,132,9,29,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380924,38,9,1,29,0,0,3,14,108,130,3,35,94,0,2024,+3,−108,238,−110,+130,7:00p,1,0,0,0,NULL
390022,39,0,0,2,0,0,4,15,105,108,18,21,98,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390023,39,0,0,25,1,0,4,15,124,95,27,12,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390024,39,0,1,26,1,0,6,14,145,113,30,9,101,0,2024,-16,−110,228,−110,−1350,7:00p,0,1,1,1,NULL
390122,39,1,0,26,1,0,1,16,111,91,23,16,107,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390123,39,1,0,9,1,0,0,6,123,111,24,15,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390124,39,1,1,17,1,0,2,15,126,121,26,13,103,0,2024,-3,−112,228.5,−110,−148,7:30p,0,0,1,1,NULL
390222,39,2,1,0,1,0,4,15,108,105,19,20,102,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390223,39,2,1,29,1,0,3,15,117,114,21,18,103,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390224,39,2,0,28,1,0,6,16,106,94,23,16,101,0,2024,-8,−112,221.5,−108,−340,8:00p,0,1,1,0,NULL
390322,39,3,0,19,0,0,1,20,108,114,25,14,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390323,39,3,0,27,1,0,5,15,108,102,26,13,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390324,39,3,1,11,0,1,1,15,95,96,16,23,97,0,2024,-2,−108,221,−115,−125,7:30p,0,1,0,0,NULL
390422,39,4,0,9,0,0,5,14,87,103,20,19,98,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390423,39,4,1,2,0,0,5,15,108,112,16,23,97,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390424,39,4,0,18,0,0,5,19,113,145,15,24,97,0,2024,+3,−110,241,−110,+124,9:30p,0,0,0,1,NULL
390522,39,5,1,9,0,0,1,16,106,115,25,14,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390523,39,5,1,13,0,0,5,16,109,138,25,14,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390524,39,5,1,23,1,0,6,16,129,118,27,12,102,0,2024,-11.5,−110,246,−108,−675,8:00p,0,0,0,1,NULL
390622,39,6,1,3,0,0,3,15,121,129,14,25,94,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390623,39,6,0,1,0,1,3,14,126,129,21,18,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390624,39,6,0,17,0,0,0,7,109,117,23,16,99,0,2024,+10.5,−108,240,−105,+410,3:30p,1,1,1,0,NULL
390722,39,7,0,19,1,0,5,20,114,101,22,17,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390723,39,7,1,20,1,0,3,14,90,88,25,14,103,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390724,39,7,1,5,1,0,3,15,135,95,24,15,106,0,2024,+4,−108,236.5,−110,+150,7:30p,1,1,1,0,01/17/24
390822,39,8,1,3,0,0,3,20,112,138,27,12,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390823,39,8,0,1,1,0,5,14,126,112,18,21,102,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390824,39,8,1,26,1,1,3,16,124,119,18,21,103,0,2024,-4,−112,216.5,−108,−170,8:00p,0,1,1,1,NULL
390922,39,9,1,18,1,0,1,14,126,116,9,30,102,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390923,39,9,0,15,1,0,6,16,116,104,10,29,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390924,39,9,1,26,0,0,5,15,110,112,3,36,93,0,2024,+7.5,−110,227.5,−115,+240,7:30p,1,1,1,0,NULL
400022,40,0,1,2,1,0,6,15,99,75,19,21,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400023,40,0,0,29,1,0,6,12,121,116,28,12,102,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400024,40,0,0,4,1,0,1,15,105,96,31,9,102,0,2024,-7,−118,242,−108,−298,7:30p,0,0,1,0,NULL
400122,40,1,1,13,0,0,3,14,98,109,23,17,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400123,40,1,1,9,1,0,2,14,147,116,25,15,102,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400124,40,1,0,10,1,0,5,14,124,109,27,13,104,0,2024,-5,−112,223,−105,−218,7:00p,0,1,1,1,01/19/24
400222,40,2,0,0,0,0,6,15,75,99,19,21,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400223,40,2,0,4,1,0,5,15,112,108,22,18,104,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400224,40,2,1,10,0,0,1,6,94,98,23,17,99,0,2024,-6.5,−110,220.5,−108,−250,3:00p,0,1,0,0,NULL
400322,40,3,0,8,1,0,3,20,138,112,26,14,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400323,40,3,0,11,1,0,0,12,102,101,27,13,102,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400324,40,3,0,19,0,0,3,20,103,105,16,24,96,0,2024,-6.5,−110,223,−110,−245,10:00p,0,1,0,0,01/17/24
400422,40,4,0,5,1,0,6,13,103,96,21,19,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400423,40,4,1,19,1,0,0,7,117,105,17,23,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400424,40,4,1,0,0,0,1,15,96,105,15,25,96,0,2024,+7,−102,242,−112,+240,7:30p,1,0,0,0,NULL
400522,40,5,1,4,0,0,3,16,111,117,25,15,98,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400523,40,5,0,2,1,0,1,15,111,107,26,14,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400524,40,5,1,21,1,1,0,14,143,142,28,12,103,0,2024,-4.5,−112,247.5,−110,−192,7:00p,0,0,0,1,NULL
400622,40,6,1,18,1,0,6,14,125,113,15,25,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400623,40,6,1,19,1,0,5,14,108,99,22,18,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400624,40,6,0,18,0,0,1,18,105,132,23,17,98,0,2024,+7,−108,245,−110,+220,9:00p,1,0,0,0,NULL
400722,40,7,0,23,0,0,0,17,82,96,22,18,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400723,40,7,0,17,0,0,5,18,108,121,25,15,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400724,40,7,0,12,1,0,6,15,116,95,25,15,107,0,2024,-2.5,−112,230,−110,−142,7:30p,0,1,1,0,01/20/24
400822,40,8,1,23,0,0,5,15,96,138,27,13,98,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400823,40,8,1,18,1,0,6,16,126,118,19,21,103,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400824,40,8,1,23,0,0,5,16,131,140,18,22,99,0,2024,-3,−112,228,−108,−155,8:00p,0,1,0,1,NULL
400922,40,9,0,8,0,0,2,16,87,133,9,31,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400923,40,9,0,19,0,0,1,20,106,135,10,30,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400924,40,9,0,14,1,0,1,6,129,117,4,36,101,0,2024,+5.5,−115,240.5,−110,+180,3:00p,1,0,1,1,NULL
401022,4,10,0,11,0,0,1,15,90,107,1,3,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401023,4,10,0,2,0,0,1,15,102,115,0,4,96,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401024,4,10,0,24,0,0,2,21,102,118,2,2,98,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401122,4,11,0,3,1,0,3,15,106,93,3,1,102,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401123,4,11,1,4,0,0,1,15,90,98,1,3,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401124,4,11,0,5,0,0,1,16,114,122,1,3,97,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401222,4,12,0,27,1,0,3,15,102,99,3,1,102,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401223,4,12,0,9,1,0,3,14,118,113,3,1,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401224,4,12,1,15,1,0,1,15,127,113,2,2,102,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401322,4,13,1,0,0,1,1,14,129,140,3,1,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401323,4,13,0,2,0,1,3,15,131,134,2,2,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401324,4,13,0,26,0,0,3,16,119,128,1,3,97,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401422,4,14,0,0,1,0,3,15,116,107,3,1,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401423,4,14,1,9,1,0,2,14,120,99,3,1,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401424,4,14,0,12,0,0,3,15,121,130,1,3,98,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401522,4,15,0,5,1,0,3,16,113,108,3,1,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401523,4,15,1,29,0,0,1,16,106,115,2,2,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401524,4,15,1,17,1,0,3,16,110,89,2,2,101,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401622,4,16,1,23,0,0,2,16,98,106,0,4,96,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401623,4,16,1,24,1,0,2,16,108,94,1,3,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401624,4,16,1,9,1,0,1,16,124,112,3,1,101,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401722,4,17,0,18,0,0,2,20,110,122,2,2,98,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401723,4,17,0,19,0,0,1,20,110,135,2,2,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401724,4,17,1,18,1,0,1,18,110,102,4,0,104,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401822,4,18,0,26,1,0,4,16,122,91,4,0,104,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401823,4,18,0,26,0,0,1,16,108,114,3,1,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401824,4,18,0,17,0,0,1,18,102,110,1,3,98,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401922,4,19,1,28,1,0,3,20,116,96,2,2,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401923,4,19,1,17,1,0,1,20,135,110,4,0,104,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401924,4,19,0,4,1,0,1,15,99,91,1,3,101,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402022,4,20,1,21,0,0,3,20,107,110,1,3,98,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402023,4,20,1,23,1,0,2,20,134,105,3,1,102,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402024,4,20,1,29,0,0,2,20,114,115,2,2,99,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402122,4,21,0,20,1,0,3,20,110,107,2,2,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402123,4,21,1,28,0,0,4,20,110,125,0,4,96,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402124,4,21,0,23,0,0,3,20,101,102,2,2,99,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402222,4,22,0,29,1,1,2,17,125,121,2,2,102,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402223,4,22,0,17,0,0,3,20,99,110,0,4,96,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402224,4,22,1,10,1,0,1,21,106,103,2,2,101,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402322,4,23,0,16,1,0,2,16,106,98,4,0,104,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402323,4,23,0,20,0,0,2,20,105,134,2,2,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402324,4,23,0,27,1,0,1,16,130,102,3,1,103,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402422,4,24,1,7,0,0,3,21,79,92,1,3,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402423,4,24,0,16,0,0,2,16,94,108,2,2,98,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402424,4,24,1,10,1,0,2,21,118,102,3,1,102,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402522,4,25,1,29,1,0,4,17,104,99,3,1,103,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402523,4,25,0,3,1,1,4,15,129,125,2,2,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402524,4,25,1,8,1,0,3,17,114,105,4,0,104,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402622,4,26,0,25,0,0,2,17,106,116,1,3,98,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402623,4,26,1,18,1,0,1,16,114,108,1,3,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402624,4,26,1,13,1,0,3,16,128,119,1,3,101,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402722,4,27,0,15,1,0,1,16,107,98,1,3,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402723,4,27,1,25,1,0,2,15,113,111,3,1,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402724,4,27,0,16,1,0,3,15,110,106,3,1,101,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402822,4,28,0,19,0,0,3,20,96,116,2,2,98,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402823,4,28,1,3,1,0,1,16,134,124,3,1,101,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402824,4,28,1,25,0,0,1,16,110,125,0,4,96,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402922,4,29,1,22,0,1,2,17,121,125,1,3,97,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402923,4,29,0,15,1,0,1,16,115,106,3,1,103,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402924,4,29,0,20,1,0,2,20,115,114,2,2,101,0,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410022,41,0,1,6,1,1,1,15,101,98,20,21,102,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410023,41,0,1,8,1,0,1,15,107,99,29,12,103,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410024,41,0,1,29,1,0,3,15,117,98,32,9,103,0,2024,-16,−108,238.5,−110,−1450,7:30p,0,1,1,0,01/17/24
410122,41,1,1,0,1,0,5,14,111,99,24,17,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410123,41,1,1,16,0,0,4,14,114,133,25,16,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410124,41,1,0,13,1,0,6,14,97,89,28,13,105,0,2024,-11,−110,229,−112,−600,7:00p,0,0,0,0,01/20/24
410222,41,2,1,29,1,0,1,15,111,96,20,21,101,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410223,41,2,1,5,0,0,1,15,107,111,22,19,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410224,41,2,1,26,1,0,3,15,109,94,24,17,101,0,2024,-6,−110,221,−110,−230,7:30p,1,1,1,0,01/17/24
410322,41,3,1,16,0,0,4,17,109,130,26,15,99,0,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410323,41,3,1,0,0,0,4,15,98,109,27,14,99,0,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
